PSA_ID,Domain,English,Swahili,Gikuyu,Swahili Confidence,Gikuyu Confidence,English Validator,Gikuyu,Swahili Confidence,Gikuyu Confidence,Swahili Validator ,Gikuyu Validator,Metadata
,Education,Support learning! Provide meals in drought-affected schools.,Kuunga mkono elimu!,Twaragĩria cukuru iria ciathumbũirũo nĩ ng'aragu irio.,0.384220683,0.474914737,Misati,Twaragĩria cukuru iria ciathumbũirũo nĩ ng'aragu irio.,0.384220683,0.474914737,Lavender,,
,Education,Support learning! Provide visual aids for blind students.,Saidia ujifunzaji! Toa vifaa vya kuona kwa wanafunzi wenye ulemavu wa macho.,Kũhe arutwo arĩa matarĩ na maitho ũteithio wa kuona.,0.589098866,0.481658606,Misati,Kũhe arutwo arĩa matarĩ na maitho ũteithio wa kuona.,0.589098866,0.481658606,Lavender,,
,Education,Support marginalized communities 2022.,Kusaidia jamii zilizotengwa 2022.,Kũnyita mbaru mĩhari ĩrĩa ĩtarĩ na ũhoti wa kũingĩra bũrũri-inĩ 2022.,0.513646259,0.374753245,Misati,Kũnyita mbaru mĩhari ĩrĩa ĩtarĩ na ũhoti wa kũingĩra bũrũri-inĩ 2022.,0.513646259,0.374753245,Lavender,,
,Education,Support nomadic education 2022.,Kuunga mkono elimu ya watu wanaohamahama 2022.,Kũnyita mbaru gĩthomo kĩa andũ arĩa matũũraga bũrũri-inĩ wa mabũrũri ma 2022,0.552366358,0.442955737,Misati,Kũnyita mbaru gĩthomo kĩa andũ arĩa matũũraga bũrũri-inĩ wa mabũrũri ma 2022,0.552366358,0.442955737,Lavender,,
,Education,Support nomadic learners 2023.,Kusaidia wanafunzi wanaohamahama 2023.,Kũnyita mbaru arutwo a bũrũri wa 2023 arĩa marĩ na ũrata na andũ arĩa marĩ na ũrata na Ngai.,0.485380401,0.324520411,Misati,Kũnyita mbaru arutwo a bũrũri wa 2023 arĩa marĩ na ũrata na andũ arĩa marĩ na ũrata na Ngai.,0.485380401,0.324520411,Lavender,,
,Education,Support nomads! Fund mobile schools for pastoralists.,Kuwaunga mkono wahamiaji!,"Tũngĩra andũ arĩa matũũraga kuo, na tũheane cukuru cia kũmenyeria arĩithi.",0.473213158,0.290475839,Misati,"Tũngĩra andũ arĩa matũũraga kuo, na tũheane cukuru cia kũmenyeria arĩithi.",0.473213158,0.290475839,Lavender,,
,Education,Support nomads! Fund programs for nomadic schools.,Kuwaunga mkono wanamgambo!,Tũngĩra mbarĩ cia bũrũri na tũhe mĩhothi ya gũthondeka cukuru cia mbarĩ cia bũrũri.,0.433993943,0.330217784,Misati,Tũngĩra mbarĩ cia bũrũri na tũhe mĩhothi ya gũthondeka cukuru cia mbarĩ cia bũrũri.,0.433993943,0.330217784,Lavender,,
,Education,Support orphans! Apply for education scholarships in your county.,Kuwaunga mkono yatima! Omba ufadhili wa masomo katika kaunti yako.,Twaragĩria ciana cia ndigwa ũteithio wa kũheo gĩthomo gĩthomo bũrũri-inĩ wanyu.,0.547662504,0.395642747,Misati,Twaragĩria ciana cia ndigwa ũteithio wa kũheo gĩthomo gĩthomo bũrũri-inĩ wanyu.,0.547662504,0.395642747,Lavender,,
,Education,Support refugee education 2021.,Kusaidia elimu ya wakimbizi 2021.,Kũnyita mbaru gĩthomo kĩa ageni 2021.,0.735687726,0.576980444,Misati,Kũnyita mbaru gĩthomo kĩa ageni 2021.,0.735687726,0.576980444,Lavender,,
,Education,Support refugees! Provide learning materials for refugee students.,Wasaidie wakimbizi! Wafundishe wanafunzi wakimbizi.,Ũteithie arutwo arĩa matũmĩtwo kũruta mabuku.,0.542204495,0.280155619,Misati,Ũteithie arutwo arĩa matũmĩtwo kũruta mabuku.,0.542204495,0.280155619,Lavender,,
,Education,Support research grants 2025.,Kusaidia ruzuku za utafiti 2025.,Kũnyita mbaru ũrutani wa mbeca mwaka wa 2025.,0.689633638,0.54299782,Misati,Kũnyita mbaru ũrutani wa mbeca mwaka wa 2025.,0.689633638,0.54299782,Lavender,,
,Education,Support rural electrification 2023.,Kusaidia mpango wa kusambaza umeme vijijini mwaka 2023.,Kũnyita mbaru ũhotani wa kũheana indo cia kũrĩma na ũhoti wa kũheana indo cia kũrĩma bũrũri-inĩ mwaka wa 2023.,0.656106604,0.369431135,Misati,Kũnyita mbaru ũhotani wa kũheana indo cia kũrĩma na ũhoti wa kũheana indo cia kũrĩma bũrũri-inĩ mwaka wa 2023.,0.656106604,0.369431135,Lavender,,
,Education,Support schools! Demand timely release of capitation funds.,Kuziunga mkono shule!,"Tĩaga kũruta wĩra wa kũruta cukuru, na ũheanage mbeca cia kũruta wĩra.",0.525098985,0.276460313,Misati,"Tĩaga kũruta wĩra wa kũruta cukuru, na ũheanage mbeca cia kũruta wĩra.",0.525098985,0.276460313,Lavender,,
,Education,Support schools! Fund education in drought-affected areas.,Kuziunga mkono shule! Kuunga mkono elimu katika maeneo yaliyoathiriwa na ukame.,"Kũheana mbeca cia kũruta wĩra wa gũthondeka cukuru, na kũruta wĩra wa gũthondeka gĩthomo gĩtheru kũndũ kũrĩa kũiyũirũo nĩ ng'aragu.",0.717762543,0.392430235,Misati,"Kũheana mbeca cia kũruta wĩra wa gũthondeka cukuru, na kũruta wĩra wa gũthondeka gĩthomo gĩtheru kũndũ kũrĩa kũiyũirũo nĩ ng'aragu.",0.717762543,0.392430235,Lavender,,
,Education,Support schools! Provide resources in drought areas.,Kuziunga mkono shule!,"Tũngĩra cukuru ũteithio, na tũhe indo cia kũhũthĩra kũrĩa kũtarĩ na maĩ.",0.460771631,0.316125489,Misati,"Tũngĩra cukuru ũteithio, na tũhe indo cia kũhũthĩra kũrĩa kũtarĩ na maĩ.",0.460771631,0.316125489,Lavender,,
,Education,Support special needs education 2024.,Kusaidia elimu ya mahitaji maalum 2024.,Kũnyita mbaru ũrutani wa bata wa mwanya mwaka wa 2024.,0.737315964,0.53802545,Misati,Kũnyita mbaru ũrutani wa bata wa mwanya mwaka wa 2024.,0.737315964,0.53802545,Lavender,,
,Education,Support students! Fund school mental health services.,Kuwaunga mkono wanafunzi!,Kũheana mbeca cia gũthondeka maũndũ ma gwĩciria cukuru-inĩ.,0.562323366,0.494595455,Misati,Kũheana mbeca cia gũthondeka maũndũ ma gwĩciria cukuru-inĩ.,0.562323366,0.494595455,Lavender,,
,Education,Support students! Provide counseling after protests.,Wasaidie wanafunzi!,Tũngĩteithia arutwo! Tũhe ũtaaro thutha wa mĩario ya kũregana na morutani.,0.424358655,0.396747561,Misati,Tũngĩteithia arutwo! Tũhe ũtaaro thutha wa mĩario ya kũregana na morutani.,0.424358655,0.396747561,Lavender,,
,Education,Support talent development 2022.,Kusaidia maendeleo ya vipaji 2022.,Kũnyita mbaru ũthii wa na mbere wa kĩyo 2022.,0.756889132,0.587737602,Misati,Kũnyita mbaru ũthii wa na mbere wa kĩyo 2022.,0.756889132,0.587737602,Lavender,,
,Education,Support teacher promotions 2020.,Kusaidia maendeleo ya walimu 2020.,Kũnyita mbaru gĩthomo kĩa arutani 2020.,0.494214299,0.568455589,Misati,Kũnyita mbaru gĩthomo kĩa arutani 2020.,0.494214299,0.568455589,Lavender,,
,Education,Support teacher unions 2022.,Kuunga mkono vyama vya walimu 2022.,Kũnyita mbaru mĩbango ya arutani mwaka wa 2022.,0.73593008,0.544952066,Misati,Kũnyita mbaru mĩbango ya arutani mwaka wa 2022.,0.73593008,0.544952066,Lavender,,
,Education,Support teacher welfare programs 2021.,Kusaidia mipango ya ustawi wa walimu 2021.,Kũnyita mbaru mĩbango ya mũtaratara wa ũgitĩri wa arutani mwaka wa 2021.,0.740503458,0.536302042,Misati,Kũnyita mbaru mĩbango ya mũtaratara wa ũgitĩri wa arutani mwaka wa 2021.,0.740503458,0.536302042,Lavender,,
,Education,Support teachers! Provide teaching aids and lesson plans.,Wasaidie walimu!,Ũteithie arutani!,0.48450239,0.355626203,Misati,Ũteithie arutani!,0.48450239,0.355626203,Lavender,,
,Education,Support teachers! Train educators for refugee students.,Wafundishe walimu wa wanafunzi wakimbizi.,Twaragĩria arutani wĩra wa kũmenyeria arutwo arĩa mathamĩire bũrũri wao.,0.499481388,0.357866759,Misati,Twaragĩria arutani wĩra wa kũmenyeria arutwo arĩa mathamĩire bũrũri wao.,0.499481388,0.357866759,Lavender,,
,Education,Support your child! Pay fees on time to avoid school closures.,Mtegemeze mtoto wako!,Ũrĩhe mwana waku ũteithio na ũkarĩha thabari cia cukuru na ihenya nĩguo ũtigatũme cukuru ĩgathira.,0.556059028,0.348943646,Misati,Ũrĩhe mwana waku ũteithio na ũkarĩha thabari cia cukuru na ihenya nĩguo ũtigatũme cukuru ĩgathira.,0.556059028,0.348943646,Lavender,,
,Education,"Talk openly! Schools, promote mental health awareness.",Shule kuendeleza uelewa wa afya ya akili.,"Thoma ũtarĩ na ũhinga! Thoma cukuru, ũtugie andũ ũmenyo wĩgiĩ ũgima wa meciria.",0.509947271,0.418428184,Misati,"Thoma ũtarĩ na ũhinga! Thoma cukuru, ũtugie andũ ũmenyo wĩgiĩ ũgima wa meciria.",0.509947271,0.418428184,Lavender,,
,Education,Targeted messages sent before county forums,Ujumbe maalum uliotumwa mbele ya vikao vya kaunti.,Ndũmĩrĩri ĩrĩa ĩratũmĩtwo mbere ya wabici cia kaunti,0.586999499,0.413554098,Misati,Ndũmĩrĩri ĩrĩa ĩratũmĩtwo mbere ya wabici cia kaunti,0.586999499,0.413554098,Lavender,,
,Education,Teach hygiene! Educate students on cholera prevention.,Wafundishe watoto kuhusu kuzuia ugonjwa wa kipindupindu.,Rutaga arutwo ũhoro wa kũgirĩrĩria mũrimũ wa gũkua.,0.542197019,0.38276917,Misati,Rutaga arutwo ũhoro wa kũgirĩrĩria mũrimũ wa gũkua.,0.542197019,0.38276917,Lavender,,
,Education,Teach safety! Include abduction prevention in curricula.,Fundisha usalama!,Ũrutani wa kũgitĩra andũ ũkoragwo na maũndũ ma ũgitĩri.,0.393737655,0.305413786,Misati,Ũrutani wa kũgitĩra andũ ũkoragwo na maũndũ ma ũgitĩri.,0.393737655,0.305413786,Lavender,,
,Education,Teach safety! Include trafficking prevention in school curricula.,Fundisha usalama!,Ũrutani wa kũgitĩra andũ ũhũthĩre maũndũ ma gwĩciria.,0.425767279,0.290059354,Misati,Ũrutani wa kũgitĩra andũ ũhũthĩre maũndũ ma gwĩciria.,0.425767279,0.290059354,Lavender,,
,Education,Teachers attend CBC training next week.,Walimu kuhudhuria mafunzo ya CBC wiki ijayo.,Arutani nĩ magathiaga CBC-inĩ kiumia kĩrĩa kĩroka.,0.749245356,0.467174931,Misati,Arutani nĩ magathiaga CBC-inĩ kiumia kĩrĩa kĩroka.,0.749245356,0.467174931,Lavender,,
,Education,Teachers attend CBC training starting next week.,Walimu kuhudhuria mafunzo ya CBC kuanzia wiki ijayo.,Arutani nĩ magathiaga CBC-inĩ kwambĩrĩria kiumia kĩrĩa kĩroka.,0.778493657,0.461610737,Misati,Arutani nĩ magathiaga CBC-inĩ kwambĩrĩria kiumia kĩrĩa kĩroka.,0.778493657,0.461610737,Lavender,,
,Education,Teachers attend in-service training annually.,Walimu huhudhuria mafunzo ya kazini kila mwaka.,Arutani magathiaga gĩthomo gĩa kũruta wĩra o mwaka.,0.722155168,0.471273564,Misati,Arutani magathiaga gĩthomo gĩa kũruta wĩra o mwaka.,0.722155168,0.471273564,Lavender,,
,Education,"Teachers must submit TPAD data by June 30, 2025 to avoid payroll delays.","Walimu wanapaswa kuwasilisha data ya TPAD ifikapo Juni 30, 2025 ili kuepuka kuchelewa kwa mshahara.","Arutani magĩrĩire kũruta ũhoro wa TPAD o nginya Juni 30, 2025, nĩguo matigatindĩke nĩ mũcaara.",0.692751809,0.433768396,Misati,"Arutani magĩrĩire kũruta ũhoro wa TPAD o nginya Juni 30, 2025, nĩguo matigatindĩke nĩ mũcaara.",0.692751809,0.433768396,Lavender,,
,Education,Teachers submit lesson plans for CBC 2023.,Walimu kuandaa mipango ya masomo (lesson plans) kwa ajili ya CBC 2023.,Arutani nĩ marutaga mĩbango ya maũndũ ma CBC 2023.,0.661236078,0.516493309,Misati,Arutani nĩ marutaga mĩbango ya maũndũ ma CBC 2023.,0.661236078,0.516493309,Lavender,,
,Education,"Teachers, stay alert! Monitor banditry risks near schools.","Walimu, tahadhari!","Arutani, ikaragaai mwĩiguĩte!",0.41200594,0.530989569,Misati,"Arutani, ikaragaai mwĩiguĩte!",0.41200594,0.530989569,Lavender,,
,Education,Teachers: Report any political interference in schools to 0800721524.,Walimu: Ripoti uingiliaji wowote wa kisiasa shuleni kwa kupiga 0800721524.,Arutani: Rekei mũingĩ ũmenyithie mũingĩ ũrĩa ũingĩragia maũndũ ma ũteti mathukuru-inĩ namba ya 0800721524.,0.664271237,0.423470117,Misati,Arutani: Rekei mũingĩ ũmenyithie mũingĩ ũrĩa ũingĩragia maũndũ ma ũteti mathukuru-inĩ namba ya 0800721524.,0.664271237,0.423470117,Lavender,,
,Education,Teachers: Submit list of unregistered Form 3  and 4 students to IEBC by Friday!,Walimu: Tuma orodha ya wanafunzi wa Kidato cha 3 na cha 4 ambao hawajasajiliwa kwa IEBC ifikapo Ijumaa!,Arutani: Ĩra IEBC rũthiomi rwa arutwo arĩa matarĩ maandĩkĩtwo kĩambĩrĩria-inĩ kĩa karathi ka 3 na ka 4 nginya mũthenya wa Kiumia!,0.535782674,0.444576983,Misati,Arutani: Ĩra IEBC rũthiomi rwa arutwo arĩa matarĩ maandĩkĩtwo kĩambĩrĩria-inĩ kĩa karathi ka 3 na ka 4 nginya mũthenya wa Kiumia!,0.535782674,0.444576983,Lavender,,
,Education,Teachers: Submit voter registration report by November 30 or face disciplinary action!,Walimu: Wasilisha ripoti ya usajili wa wapiga kura ifikapo Novemba 30 au mshtakiwe!,Arutani: Ĩka ũira wa kwĩyandĩkithia ateti nginya mweri wa Novemba 30 kana ũkarekererio!,0.489396306,0.365059092,Misati,Arutani: Ĩka ũira wa kwĩyandĩkithia ateti nginya mweri wa Novemba 30 kana ũkarekererio!,0.489396306,0.365059092,Lavender,,
,Education,Teachers: Train 50 students each on voter rights before November ends directive!,"Walimu: Wafunze wanafunzi 50 kila mmoja juu ya haki ya kupiga kura kabla ya Novemba, mwisho wa agizo!",Arutani: Mwĩmenyerie arutwo 50 o ũmwe ũhoro wĩgiĩ wĩyathi wa gũthuura mbere ya mweri wa gatano mweri wa ikũmi na ũmwe ũkinye mũthia wa watho!,0.593992117,0.486640318,Misati,Arutani: Mwĩmenyerie arutwo 50 o ũmwe ũhoro wĩgiĩ wĩyathi wa gũthuura mbere ya mweri wa gatano mweri wa ikũmi na ũmwe ũkinye mũthia wa watho!,0.593992117,0.486640318,Lavender,,
,Education,Train communities! Teach banditry prevention near schools.,Mafunzo ya kuzuia uhalifu karibu na shule.,Twarithia andũ kũrũgĩrĩra mahĩtia hakuhĩ na cukuru.,0.553161771,0.36694813,Misati,Twarithia andũ kũrũgĩrĩra mahĩtia hakuhĩ na cukuru.,0.553161771,0.36694813,Lavender,,
,Education,Train on child protection 2023.,Mafunzo juu ya ulinzi wa watoto 2023.,Gĩthomo gĩa Gũtongoria Ũgitĩri wa Ciana 2023.,0.644774889,0.458508398,Misati,Gĩthomo gĩa Gũtongoria Ũgitĩri wa Ciana 2023.,0.644774889,0.458508398,Lavender,,
,Education,Train on climate education 2023.,Mafunzo ya Mazingira na Tabianchi 2023.,Gĩthomo gĩa Gũthomithia Ũhoro wa Rĩera Mwaka wa 2023.,0.525411854,0.435205499,Misati,Gĩthomo gĩa Gũthomithia Ũhoro wa Rĩera Mwaka wa 2023.,0.525411854,0.435205499,Lavender,,
,Education,Train on conflict resolution 2021.,Mafunzo ya kutatua migogoro 2021.,Kũruta Ũũgĩ wa Kũhiũrania na Ithũĩro 2021,0.599340933,0.392170116,Misati,Kũruta Ũũgĩ wa Kũhiũrania na Ithũĩro 2021,0.599340933,0.392170116,Lavender,,
,Education,Train on data analysis 2024.,Mafunzo ya uchambuzi wa data 2024.,Kũruta wĩra wa gũthuthuria ũhoro wa data 2024.,0.629584568,0.470094087,Misati,Kũruta wĩra wa gũthuthuria ũhoro wa data 2024.,0.629584568,0.470094087,Lavender,,
,Education,Train on data management 2023.,Mafunzo juu ya usimamizi wa data 2023.,Gĩthomo gĩa Gũtongoria Ũhoro wa Kũmenyeria Andũ Mwaka wa 2023.,0.705898811,0.412799678,Misati,Gĩthomo gĩa Gũtongoria Ũhoro wa Kũmenyeria Andũ Mwaka wa 2023.,0.705898811,0.412799678,Lavender,,
,Education,Train on disaster preparedness in schools 2020.,Mafunzo ya kujiandaa na majanga shuleni 2020.,Kũmenyeria andũ kũringana na ũhaarĩria wa mĩnyamaro cukuru-inĩ mwaka wa 2020.,0.607873462,0.489407446,Misati,Kũmenyeria andũ kũringana na ũhaarĩria wa mĩnyamaro cukuru-inĩ mwaka wa 2020.,0.607873462,0.489407446,Lavender,,
,Education,Train on emergency response 2021.,Mafunzo ya kukabiliana na dharura 2021.,Gĩthomo gĩa Gũtwarithia Ũteithio wa Gĩthomo kĩa 2021,0.596433215,0.320823658,Misati,Gĩthomo gĩa Gũtwarithia Ũteithio wa Gĩthomo kĩa 2021,0.596433215,0.320823658,Lavender,,
,Education,Train on financial literacy 2020.,Mafunzo ya elimu ya kifedha 2020.,Gĩthomo kĩa Ũhoro wa Gũtonga 2020.,0.554334689,0.326077586,Misati,Gĩthomo kĩa Ũhoro wa Gũtonga 2020.,0.554334689,0.326077586,Lavender,,
,Education,Train on gender sensitivity 2021.,Mafunzo ya uhamasishaji wa kijinsia 2021.,Kũmenyeria andũ arĩa marĩ na ũmenyo wa ngomanio mwaka wa 2021.,0.439615523,0.400687985,Misati,Kũmenyeria andũ arĩa marĩ na ũmenyo wa ngomanio mwaka wa 2021.,0.439615523,0.400687985,Lavender,,
,Education,Train on inclusive teaching 2023.,Mafunzo ya kufundisha kwa pamoja 2023.,Kũmenyeria andũ maũndũ marĩa marenda ũrutani wa andũ othe 2023.,0.452438054,0.371067737,Misati,Kũmenyeria andũ maũndũ marĩa marenda ũrutani wa andũ othe 2023.,0.452438054,0.371067737,Lavender,,
,Education,Train on leadership 2023.,Mafunzo ya Uongozi 2023.,Kũmenyeria arĩa matongoragia mwaka wa 2023.,0.461777813,0.560816899,Misati,Kũmenyeria arĩa matongoragia mwaka wa 2023.,0.461777813,0.560816899,Lavender,,
,Education,Train on mental health for teachers 2021.,Mafunzo ya Afya ya Akili kwa Walimu 2021.,Kũmenyeria arutani ũhoro wa ũgima wa meciria 2021.,0.644978755,0.588739715,Misati,Kũmenyeria arutani ũhoro wa ũgima wa meciria 2021.,0.644978755,0.588739715,Lavender,,
,Education,Train on online safety 2021.,Mafunzo juu ya usalama mtandaoni 2021.,Gĩthomo kĩa Gĩthomo kĩa Ũgitĩri wa Intaneti 2021,0.621133379,0.364698979,Misati,Gĩthomo kĩa Gĩthomo kĩa Ũgitĩri wa Intaneti 2021,0.621133379,0.364698979,Lavender,,
,Education,Train on sustainability 2024.,Mafunzo ya Uendelevu 2024.,Gĩthomo gĩa Gũthiĩ na Mbere Mwaka wa 2024.,0.396723531,0.452720819,Misati,Gĩthomo gĩa Gũthiĩ na Mbere Mwaka wa 2024.,0.396723531,0.452720819,Lavender,,
,Education,Train staff! Address student unrest proactively.,Wafunze Wafanyakazi!,Twarĩria na kĩyo maũndũ marĩa marekĩka nĩ arutwo.,0.400055404,0.370604014,Misati,Twarĩria na kĩyo maũndũ marĩa marekĩka nĩ arutwo.,0.400055404,0.370604014,Lavender,,
,Education,Train staff! Prepare schools for landslide risks.,Wafunze wafanyakazi!,Twarithia cukuru kũhaarĩria mĩago ya gũcũnga bũrũri.,0.460422245,0.277018129,Misati,Twarithia cukuru kũhaarĩria mĩago ya gũcũnga bũrũri.,0.460422245,0.277018129,Lavender,,
,Education,Train staff! Teach fire safety protocols in schools.,Wafunze wafanyakazi! Kufundisha itifaki za usalama wa moto shuleni.,Arutani a thitima nĩ marutaga maũndũ megiĩ ũgitĩri wa mwaki cukuru-inĩ.,0.63973547,0.510158782,Misati,Arutani a thitima nĩ marutaga maũndũ megiĩ ũgitĩri wa mwaki cukuru-inĩ.,0.63973547,0.510158782,Lavender,,
,Education,Train students! Practice flood evacuation in schools.,Wafunze wanafunzi kujiokoa kutokana na mafuriko shuleni.,Twarithia arutwo kũruta wĩra wa kũniina mĩiyũro ya mĩiyũro.,0.570315157,0.375405926,Misati,Twarithia arutwo kũruta wĩra wa kũniina mĩiyũro ya mĩiyũro.,0.570315157,0.375405926,Lavender,,
,Education,Train students! Teach abduction prevention in schools.,Wafundishe kuzuia utekaji nyara shuleni.,Twarithia arutwo kũgitĩra andũ arĩa matunyĩtwo nĩ andũ cukuru.,0.638907884,0.284698353,Misati,Twarithia arutwo kũgitĩra andũ arĩa matunyĩtwo nĩ andũ cukuru.,0.638907884,0.284698353,Lavender,,
,Education,Train students! Teach cholera prevention in schools.,Wafundishe wanafunzi kuzuia ugonjwa wa kipindupindu shuleni.,"Kũmenyeria arutwo, na kũmaruta maũndũ megiĩ kũgirĩrĩria ng'aragu cukuru-inĩ.",0.538049884,0.493049494,Misati,"Kũmenyeria arutwo, na kũmaruta maũndũ megiĩ kũgirĩrĩria ng'aragu cukuru-inĩ.",0.538049884,0.493049494,Lavender,,
,Education,Train students! Teach GBV prevention in schools.,Wafundishe wanafunzi kuzuia ukatili wa kijinsia (GBV) shuleni.,Twarithia arutwo kũrũgĩrĩra mĩrimũ ya GBV cukuru-inĩ.,0.538773845,0.402707962,Misati,Twarithia arutwo kũrũgĩrĩra mĩrimũ ya GBV cukuru-inĩ.,0.538773845,0.402707962,Lavender,,
,Education,Train students! Teach trafficking prevention in schools.,Wafundishe wanafunzi kuzuia usafirishaji haramu wa watu shuleni.,"Kũmenyeria arutwo, na kũmaruta maũndũ megiĩ kũgirĩrĩria andũ gũtharĩkĩrũo cukuru-inĩ.",0.515535018,0.458613157,Misati,"Kũmenyeria arutwo, na kũmaruta maũndũ megiĩ kũgirĩrĩria andũ gũtharĩkĩrũo cukuru-inĩ.",0.515535018,0.458613157,Lavender,,
,Education,Train teachers! Address gender-based violence in schools.,Wafunze walimu! Tatua ukatili wa kijinsia shuleni.,Kũmenyeria arutani!,0.586242737,0.519416339,Misati,Kũmenyeria arutani!,0.586242737,0.519416339,Lavender,,
,Education,Train teachers! Educate on trafficking prevention.,Wafundishe walimu kuhusu kuzuia usafirishaji haramu wa watu.,Kũmenyeria arutani maũndũ megiĩ kũgirĩrĩria andũ gũtharĩkĩrũo.,0.499634133,0.492480295,Misati,Kũmenyeria arutani maũndũ megiĩ kũgirĩrĩria andũ gũtharĩkĩrũo.,0.499634133,0.492480295,Lavender,,
,Education,Train teachers! Ensure flood safety protocols in schools.,Wafunze walimu! Hakikisha kufuata itifaki za usalama wa mafuriko shuleni.,Twarithia arutani!,0.632799504,0.254333994,Misati,Twarithia arutani!,0.632799504,0.254333994,Lavender,,
,Education,Train teachers! Prepare for landslide safety in schools.,Wafundishe walimu!,Twarithia arutani!,0.43241383,0.279985195,Misati,Twarithia arutani!,0.43241383,0.279985195,Cynthia,,
,Education,Train teachers! Prepare for terror threats in schools.,Wafundishe walimu!,Ĩmenyeria arutani!,0.472492647,0.488423586,Misati,Ĩmenyeria arutani!,0.472492647,0.488423586,Cynthia,,
,Education,Train teachers! Support digital learning for all students.,Wazoeze walimu! Kuunga mkono kujifunza kwa digital kwa wanafunzi wote.,Kũmenyeria arutani! Kũnyita mbaru arutwo othe kwĩruta ũhoro wa digiti.,0.603098698,0.47009159,Misati,Kũmenyeria arutani! Kũnyita mbaru arutwo othe kwĩruta ũhoro wa digiti.,0.603098698,0.47009159,Cynthia,,
,Education,Train teachers! Support inclusive education for disabled students.,Wazoeze walimu!,Kũruta arutani! Kũnyita mbaru ũrutani wa arutwo arĩa marĩ na mawathe.,0.515228676,0.550207371,Misati,Kũruta arutani! Kũnyita mbaru ũrutani wa arutwo arĩa marĩ na mawathe.,0.515228676,0.550207371,Cynthia,,
,Education,Train teachers! Teach protest safety protocols.,Wafundishe walimu!,"Twaria na arutani, na tũrute andũ maũndũ megiĩ ũgitĩri.",0.427066193,0.31249725,Misati,"Twaria na arutani, na tũrute andũ maũndũ megiĩ ũgitĩri.",0.427066193,0.31249725,Cynthia,,
,Education,Travel safely! Use designated safe routes to school in conflict zones.,Tumia njia zilizowekwa salama za kwenda shuleni katika maeneo yenye vita.,Twaragĩria andũ arĩa marĩ na thĩna mũingĩ njĩra iria cionanagia atĩ nĩ cia kwĩhokeka nĩguo ũthiĩ cukuru.,0.562517316,0.315627368,Misati,Twaragĩria andũ arĩa marĩ na thĩna mũingĩ njĩra iria cionanagia atĩ nĩ cia kwĩhokeka nĩguo ũthiĩ cukuru.,0.562517316,0.315627368,Cynthia,,
,Education,Treasury gamifies budget learning for young audiences.,Wizara ya Hazina hufanya kujifunza bajeti kuwa rahisi kwa vijana.,Ũtungata wa mbeca ũkoragwo ũhingĩte maũndũ ma bata mũno harĩ andũ ethĩ.,0.413377418,0.298153536,Misati,Ũtungata wa mbeca ũkoragwo ũhingĩte maũndũ ma bata mũno harĩ andũ ethĩ.,0.413377418,0.298153536,Cynthia,,
,Education,Treasury introduces online tools for public finance monitoring.,Wizara ya Hazina inaanzisha zana za mtandaoni za kufuatilia fedha za umma.,Ũtungata wa thirikari nĩ ũheaga indo cia kũgerera mbeca cia thirikari.,0.709113718,0.41213209,Misati,Ũtungata wa thirikari nĩ ũheaga indo cia kũgerera mbeca cia thirikari.,0.709113718,0.41213209,Cynthia,,
,Education,Tune in EduTV 8:10 AM for CBC lessons.,Kufanya katika EduTV 8: 00:10 AM kwa ajili ya masomo CBC.,Thikĩrĩria EduTV 8: 10 rũcinĩ nĩ ũndũ wa maũndũ ma CBC.,0.448267992,0.415903879,Misati,Thikĩrĩria EduTV 8: 10 rũcinĩ nĩ ũndũ wa maũndũ ma CBC.,0.448267992,0.415903879,Cynthia,,
,Education,Tune in to EduTV Channel daily from 8:00 AM to 10:00 AM for CBC lessons.,Kuunganisha kwa EduTV Channel kila siku kutoka 8:00 AM hadi 10:00 AM kwa CBC masomo.,Hũthagĩra EduTV Channel o mũthenya kuuma thaa inyanya nginya thaa ikũmi cia rũcinĩ nĩ ũndũ wa maũndũ marĩa ũreruta CBC-inĩ.,0.622879463,0.540236401,Misati,Hũthagĩra EduTV Channel o mũthenya kuuma thaa inyanya nginya thaa ikũmi cia rũcinĩ nĩ ũndũ wa maũndũ marĩa ũreruta CBC-inĩ.,0.622879463,0.540236401,Cynthia,,
,Education,Tune in to EduTV daily 8:10 AM for CBC lessons.,Kuunganisha kwa EduTV kila siku 8: 00-10 AM kwa masomo CBC.,Hũthagĩra EduTV o mũthenya 8: 00 - 10:00 rũcinĩ nĩ ũndũ wa maũndũ ma CBC.,0.546455412,0.412259849,Misati,Hũthagĩra EduTV o mũthenya 8: 00 - 10:00 rũcinĩ nĩ ũndũ wa maũndũ ma CBC.,0.546455412,0.412259849,Cynthia,,
,Education,Tune in to Kenya Education Cloud for Grade 48 CBC lessons.,Kuunganisha katika Kenya Elimu Cloud kwa ajili ya darasa 4 ~ 8 CBC masomo.,Thoma Kenya Education Cloud nĩ ũndũ wa maũndũ ma CBC ma kĩrathi gĩa 4 8.,0.529027469,0.409355711,Misati,Thoma Kenya Education Cloud nĩ ũndũ wa maũndũ ma CBC ma kĩrathi gĩa 4 8.,0.529027469,0.409355711,Cynthia,,
